time;lat;lon;60min_starnet;60min_earth;vulnerability;radarRR;1h_radar;hydroRR;1h_hydro;1h_basin_radar;2h_basin_radar;3h_basin_radar;24h_basin_radar;1h_basin_hydro;2h_basin_hydro;3h_basin_hydro;24h_basin_hydro;flood
2018-05-19 12:30:00;-23.74;-46.66;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;14.6;0.0
2018-05-19 12:30:00;-23.74;-46.22;0.0;0.0;0.0;-99;-99;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;0.04;0.0
2018-05-19 12:30:00;-23.73;-47.03;1.0;0.0;0.0;-99;-99;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;10.78;0.0
2018-05-19 12:30:00;-23.73;-47.02;0.0;1.0;0.0;-99;-99;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;10.78;0.0
2018-05-19 12:30:00;-23.73;-46.97;0.0;1.0;1.0;-99;-99;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;5.75;0.0
2018-05-19 12:30:00;-23.73;-46.95;0.0;0.0;0.0;-99;-99;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;16.92;0.0
2018-05-19 12:30:00;-23.73;-46.84;0.0;0.0;0.0;0.0;1.4;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;7.7;0.0
2018-05-19 12:30:00;-23.73;-46.83;0.0;0.0;0.0;0.0;1.65;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;7.7;0.0
2018-05-19 12:30:00;-23.73;-46.82;0.0;0.0;0.0;0.0;2.0;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;7.7;0.0
2018-05-19 12:30:00;-23.73;-46.81;0.0;0.0;3.0;0.0;2.1;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;7.7;0.0
2018-05-19 12:30:00;-23.73;-46.8;0.0;0.0;1.0;0.0;3.62;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;7.7;0.0
2018-05-19 12:30:00;-23.73;-46.79;0.0;0.0;0.0;0.0;2.53;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;7.7;0.0
2018-05-19 12:30:00;-23.73;-46.78;0.0;0.0;0.0;0.0;0.4;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;7.7;0.0
2018-05-19 12:30:00;-23.73;-46.77;0.0;0.0;1.0;0.0;0.25;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;7.7;0.0
2018-05-19 12:30:00;-23.73;-46.76;0.0;0.0;0.0;0.0;0.39;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;7.7;0.0
2018-05-19 12:30:00;-23.73;-46.75;0.0;0.0;0.0;0.0;0.7;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;7.7;0.0
2018-05-19 12:30:00;-23.73;-46.74;0.0;0.0;2.0;0.0;0.8;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;7.7;0.0
2018-05-19 12:30:00;-23.73;-46.73;0.0;0.0;1.0;0.0;1.3;0.0;0.0;0.83;-99;-99;0.83;0.0;0.0;0.0;5.4;0.0
2018-05-19 12:30:00;-23.73;-46.72;0.0;0.0;1.0;0.0;2.12;0.0;0.0;0.77;-99;-99;0.93;0.0;0.0;0.0;9.47;0.0
